1.000000000000000000e+00,9.911047816276550293e-01
1.000000000000000000e+00,8.894187808036804199e-01
1.000000000000000000e+00,1.061926960945129395e+00
1.000000000000000000e+00,5.468074083328247070e-01
1.000000000000000000e+00,1.087268114089965820e+00
1.023293018341064453e+00,7.010321021080017090e-01
1.023293018341064453e+00,1.048438787460327148e+00
1.096478223800659180e+00,1.254441738128662109e+00
1.023293018341064453e+00,1.213287711143493652e-01
1.348962903022766113e+00,1.201887607574462891e+00
1.082001566886901855e+00,1.159790754318237305e+00
1.148153662681579590e+00,2.595571875572204590e-01
2.568274974822998047e+00,1.570786952972412109e+00
1.288249492645263672e+00,1.132669925689697266e+00
1.348962903022766113e+00,1.324428319931030273e+00
1.096478223800659180e+00,5.340542793273925781e-01
1.548816680908203125e+00,1.105805993080139160e+00
1.348962903022766113e+00,5.855298042297363281e-01
1.023293018341064453e+00,8.402135372161865234e-01
2.108918905258178711e+00,1.156844139099121094e+00
3.311311244964599609e+00,6.919106841087341309e-01
2.002974271774291992e+00,1.649891614913940430e+00
1.080794811248779297e+00,8.398925065994262695e-01
1.056310176849365234e+00,1.127124071121215820e+00
1.174897551536560059e+00,1.042317032814025879e+00
1.013346076011657715e+00,9.612872600555419922e-01
2.998515367507934570e+00,1.151535391807556152e+00
2.963892936706542969e+00,1.066420674324035645e+00
1.047128558158874512e+00,1.155953168869018555e+00
1.023293018341064453e+00,1.450610876083374023e+00
1.096478223800659180e+00,8.295885324478149414e-01
1.359645962715148926e+00,9.023383259773254395e-01
3.405436277389526367e+00,1.096372842788696289e+00
1.445439815521240234e+00,1.167266368865966797e+00
1.042133212089538574e+00,1.153836011886596680e+00
1.109174847602844238e+00,1.046744108200073242e+00
1.023293018341064453e+00,7.627511620521545410e-01
1.148153662681579590e+00,9.962408542633056641e-01
1.096478223800659180e+00,5.721528530120849609e-01
1.106108427047729492e+00,1.128299236297607422e+00
1.071519374847412109e+00,4.441308975219726562e-01
1.090286850929260254e+00,9.203766584396362305e-01
1.047128558158874512e+00,1.490422725677490234e+00
1.096478223800659180e+00,1.214404582977294922e+00
1.348962903022766113e+00,1.394721269607543945e+00
1.055480599403381348e+00,9.306951761245727539e-01
1.380384206771850586e+00,1.152445673942565918e+00
1.047128558158874512e+00,1.051824569702148438e+00
1.165793418884277344e+00,1.009410977363586426e+00
2.744106531143188477e+00,1.283463120460510254e+00
1.174897551536560059e+00,7.533903121948242188e-01
1.071519374847412109e+00,9.013525247573852539e-01
1.013834357261657715e+00,1.031739950180053711e+00
1.071519374847412109e+00,5.606556534767150879e-01
1.054147481918334961e+00,8.337443470954895020e-01
