1.737800836563110352e+00,6.372063159942626953e-01,1.541000000000000000e+03
1.186485171318054199e+00,9.330399036407470703e-01,4.993000000000000000e+03
1.027488231658935547e+00,8.468599319458007812e-01,6.478000000000000000e+03
1.127432823181152344e+00,8.849901556968688965e-01,6.372000000000000000e+03
1.513561248779296875e+00,4.168705046176910400e-01,2.683000000000000000e+03
1.051810503005981445e+00,1.333290100097656250e+00,6.567000000000000000e+03
1.096478223800659180e+00,4.392000138759613037e-01,4.825000000000000000e+03
1.174897551536560059e+00,8.474467992782592773e-01,4.037000000000000000e+03
1.230268716812133789e+00,4.699262678623199463e-01,2.344000000000000000e+03
1.081658124923706055e+00,9.283000230789184570e-01,6.096000000000000000e+03
1.075214505195617676e+00,9.289543032646179199e-01,6.603000000000000000e+03
1.177628040313720703e+00,1.445368289947509766e+00,5.103000000000000000e+03
1.071519374847412109e+00,9.798589348793029785e-01,2.350000000000000000e+02
1.227238893508911133e+00,1.184965968132019043e+00,6.812000000000000000e+03
1.810682296752929688e+00,3.999239504337310791e-01,5.475000000000000000e+03
1.258925437927246094e+00,1.107778906822204590e+00,1.545000000000000000e+03
1.047128558158874512e+00,5.985119342803955078e-01,1.543000000000000000e+03
1.238493442535400391e+00,9.018766880035400391e-01,6.751000000000000000e+03
1.047128558158874512e+00,9.506252408027648926e-01,1.303000000000000000e+03
1.348962903022766113e+00,8.346958756446838379e-01,2.067000000000000000e+03
1.122018456459045410e+00,8.876736760139465332e-01,1.667000000000000000e+03
1.096478223800659180e+00,1.457369089126586914e+00,2.790000000000000000e+02
1.075932502746582031e+00,9.779465198516845703e-01,6.208000000000000000e+03
1.288249492645263672e+00,1.130862951278686523e+00,1.817000000000000000e+03
1.055580139160156250e+00,9.116519689559936523e-01,6.323000000000000000e+03
1.041752338409423828e+00,9.292190074920654297e-01,5.152000000000000000e+03
1.230268716812133789e+00,1.046080827713012695e+00,2.385000000000000000e+03
1.023293018341064453e+00,1.253818750381469727e+00,1.247000000000000000e+03
1.096478223800659180e+00,4.857439398765563965e-01,9.250000000000000000e+02
1.185268402099609375e+00,6.997414827346801758e-01,5.895000000000000000e+03
1.047128558158874512e+00,2.922601103782653809e-01,1.862000000000000000e+03
1.230268716812133789e+00,8.316479325294494629e-01,4.653000000000000000e+03
1.071519374847412109e+00,7.133508920669555664e-01,2.611000000000000000e+03
1.047128558158874512e+00,8.454327583312988281e-01,2.025000000000000000e+03
1.122018456459045410e+00,8.870118856430053711e-01,5.760000000000000000e+02
1.033075571060180664e+00,9.054250121116638184e-01,6.402000000000000000e+03
1.949844956398010254e-01,8.931412100791931152e-01,2.366000000000000000e+03
8.770465850830078125e-01,2.230325937271118164e+00,6.544000000000000000e+03
7.003417611122131348e-01,8.604172468185424805e-01,5.553000000000000000e+03
2.818405628204345703e-03,1.747695803642272949e-01,3.365000000000000000e+03
1.448392868041992188e-05,1.441007852554321289e-02,4.028000000000000000e+03
2.694129943847656250e-05,-1.126132607460021973e-01,4.454000000000000000e+03
4.466831684112548828e-03,-1.668835878372192383e-01,3.920000000000000000e+03
8.343060612678527832e-01,8.386413455009460449e-01,6.278000000000000000e+03
6.955001354217529297e-01,5.920011997222900391e-01,5.322000000000000000e+03
