1.031263470649719238e+00,1.012371420860290527e+00
1.445439815521240234e+00,1.405577182769775391e+00
1.230268716812133789e+00,1.223443508148193359e+00
1.698243618011474609e+00,1.669495224952697754e+00
2.570395708084106445e+00,2.542687177658081055e+00
2.344331741333007812e+00,2.393947362899780273e+00
1.023293018341064453e+00,1.015297532081604004e+00
1.148153662681579590e+00,1.159135699272155762e+00
1.002782464027404785e+00,9.819890260696411133e-01
1.071519374847412109e+00,1.056589126586914062e+00
1.088244080543518066e+00,1.046704649925231934e+00
1.096478223800659180e+00,1.100295662879943848e+00
1.135010838508605957e+00,1.128008842468261719e+00
2.679607152938842773e+00,2.503126621246337891e+00
1.047128558158874512e+00,1.058932662010192871e+00
1.047128558158874512e+00,1.057137608528137207e+00
1.559723973274230957e+00,1.464400291442871094e+00
1.096478223800659180e+00,1.092429161071777344e+00
1.071519374847412109e+00,1.038645625114440918e+00
1.380384206771850586e+00,1.348977565765380859e+00
1.053296566009521484e+00,1.029599905014038086e+00
1.035142183303833008e+00,1.039715766906738281e+00
1.249807119369506836e+00,1.223285913467407227e+00
1.087023138999938965e+00,1.095718979835510254e+00
2.777253150939941406e+00,2.511509895324707031e+00
1.621810197830200195e+00,1.542515039443969727e+00
1.023293018341064453e+00,1.007614493370056152e+00
1.071519374847412109e+00,1.070711612701416016e+00
1.096478223800659180e+00,1.086432695388793945e+00
1.023293018341064453e+00,1.007734537124633789e+00
1.122018456459045410e+00,1.074063301086425781e+00
1.096478223800659180e+00,1.104491710662841797e+00
1.071519374847412109e+00,1.068041324615478516e+00
2.089700222015380859e+00,2.046909570693969727e+00
1.122018456459045410e+00,1.084496140480041504e+00
1.148153662681579590e+00,1.113623499870300293e+00
1.737800836563110352e+00,1.644320249557495117e+00
1.186485171318054199e+00,1.143053650856018066e+00
1.027488231658935547e+00,1.017918229103088379e+00
1.127432823181152344e+00,1.080050110816955566e+00
1.513561248779296875e+00,1.478775978088378906e+00
1.051810503005981445e+00,1.006072402000427246e+00
1.096478223800659180e+00,1.107552886009216309e+00
1.174897551536560059e+00,1.155790448188781738e+00
1.230268716812133789e+00,1.151335477828979492e+00
1.081658124923706055e+00,1.059124231338500977e+00
1.075214505195617676e+00,1.043549299240112305e+00
1.177628040313720703e+00,1.139295220375061035e+00
1.071519374847412109e+00,1.053131580352783203e+00
1.227238893508911133e+00,1.240923643112182617e+00
1.810682296752929688e+00,1.666693687438964844e+00
1.258925437927246094e+00,1.224201321601867676e+00
1.047128558158874512e+00,1.042004108428955078e+00
1.238493442535400391e+00,1.187305092811584473e+00
1.047128558158874512e+00,1.027229070663452148e+00
1.348962903022766113e+00,1.277110934257507324e+00
1.122018456459045410e+00,1.097813248634338379e+00
1.096478223800659180e+00,1.043603062629699707e+00
1.075932502746582031e+00,1.057357668876647949e+00
1.288249492645263672e+00,1.253160357475280762e+00
1.055580139160156250e+00,1.036316514015197754e+00
1.041752338409423828e+00,1.014887213706970215e+00
1.230268716812133789e+00,1.179642915725708008e+00
1.023293018341064453e+00,1.068211078643798828e+00
1.096478223800659180e+00,1.069954991340637207e+00
1.185268402099609375e+00,1.194551706314086914e+00
1.047128558158874512e+00,1.036871433258056641e+00
1.230268716812133789e+00,1.184693455696105957e+00
1.071519374847412109e+00,1.066328406333923340e+00
1.047128558158874512e+00,1.008149862289428711e+00
1.122018456459045410e+00,1.074231863021850586e+00
1.033075571060180664e+00,1.013417482376098633e+00
1.230268716812133789e+00,1.166826725006103516e+00
1.122018456459045410e+00,1.123216986656188965e+00
